,Title,Published_date,Views,Likes,Comments
826,"Installing XAMPP, VS Code + Environment Setup | PHP Tutorial #1",2020-04-10T10:08:01Z,536927,12403,2429
827,Hosting Tutorial: Deploy NodeJs Apps in Production on Linux VPS | Web Development Tutorials#97,2020-04-09T17:18:42Z,46712,1268,176
828,Hosting Tutorial: Host Multiple Websites On One Single Hosting Server | Web Development Tutorials#96,2020-04-08T15:04:41Z,79189,3431,267
829,Hosting Tutorial: Linking Domain to the Web Hosting Server | Web Development Tutorials #95,2020-04-06T17:34:03Z,39026,1648,223
830,Hosting Tutorial: Using Filezilla & WinSCP to upload Files | Web Development Tutorials #94,2020-04-06T12:43:11Z,26681,931,117
831,Hosting Tutorial: CoronaVirus Information Website With Hosting | Web Development Tutorials #93,2020-04-05T02:30:00Z,50016,1456,286
832,Hosting Tutorial: Installing Apache2 Web Server on a VPS | Web Development Tutorials #92,2020-04-04T14:48:47Z,36976,1377,138
833,Hosting Tutorial: Installing Putty + Basic Linux Commands | Web Development Tutorials #91,2020-04-04T12:01:36Z,48470,1492,114
834,Hosting Tutorial: Creating Our First VPS | Web Development Tutorials #90,2020-04-04T06:53:22Z,62943,2070,326
835,Destructor in C++ in Hindi | C++ Tutorials for Beginners #35,2020-04-04T05:30:12Z,93986,4464,174
836,Hosting Tutorial: Where to Host your Website? | Web Development Tutorials #89,2020-04-03T14:05:32Z,108869,4510,333
837,Backend Tutorial: Saving Data To The Database Using Pug + NodeJs | Web Development Tutorials #88,2020-04-03T09:25:39Z,77404,2626,449
838,Django Tutorial In Hindi,2020-04-01T11:24:45Z,900512,24337,4488
839,Plotting CoronaVirus Cases On World Map - Interactive Dashboard Using JavaScript & MapBox,2020-03-27T12:19:56Z,125709,3866,823
840,Copy Constructor in C++ | C++ Tutorials for Beginners #34,2020-03-27T07:06:43Z,120504,7462,381
841,MongoDb Tutorial: Using Mongoose in NodeJs | Web Development Tutorials #86,2020-03-26T16:09:53Z,69533,2405,240
842,Covid -19: Creating a Realtime CoronaVirus Outbreak Notification System Using Python Programming,2020-03-22T13:34:48Z,95643,2556,622
843,CoronaVirus: Python Programming Solution to the Problem,2020-03-20T07:57:02Z,123714,5308,757
844,Dynamic Initialization of Objects Using Constructors | C++ Tutorials for Beginners #33,2020-03-18T07:28:46Z,108127,6033,208
845,Constructors With Default Arguments In C++ | C++ Tutorials for Beginners #32,2020-03-14T07:35:09Z,76303,5932,155
846,Constructor Overloading In C++ | C++ Tutorials for Beginners #31,2020-03-12T05:55:41Z,90227,3836,108
847,Parameterized and Default Constructors In C++ | C++ Tutorials for Beginners #30,2020-03-11T12:32:35Z,117492,4483,381
848,Constructors In C++ | C++ Tutorials for Beginners #29,2020-03-11T06:57:46Z,187878,6588,192
849,More on C++ Friend Functions (Examples & Explanation) | C++ Tutorials for Beginners #28,2020-03-09T16:48:56Z,99739,4537,469
850,Friend Classes & Member Friend Functions in C++ | C++ Tutorials for Beginners #27,2020-03-08T17:09:08Z,146538,5729,314
851,MongoDb Tutorial: MongoDb Compass & Installing Mongoose | Web Development Tutorials #85,2020-03-07T15:50:48Z,62035,2554,189
852,Friend Functions in C++ | C++ Tutorials for Beginners #26,2020-03-07T07:27:31Z,197008,9115,986
853,MongoDb Tutorial: Updating data from the Mongo Database | Web Development Tutorials #84,2020-03-06T17:15:32Z,41342,2490,93
854,MongoDb Tutorial: Deleting data from the Mongo Database | Web Development Tutorials #83,2020-03-05T06:52:14Z,38803,2280,262
855,MongoDb Tutorial: Searching/Querying data from the Mongo Database | Web Development Tutorials #82,2020-03-04T15:44:45Z,49355,2269,77
856,MongoDb Tutorial: Inserting data into the Mongo Database | Web Development Tutorials #81,2020-03-04T07:50:15Z,72090,2947,258
857,Array of Objects & Passing Objects as Function Arguments in C++ | C++ Tutorials for Beginners #25,2020-03-03T05:37:52Z,156431,6085,239
858,Static Data Members & Methods in C++ OOPS | C++ Tutorials for Beginners #24,2020-03-02T12:00:05Z,197098,6158,178
859,C++ Objects Memory Allocation & using Arrays in Classes | C++ Tutorials for Beginners #23,2020-03-01T17:48:26Z,202743,6836,312
860,OOPs Recap & Nesting of Member Functions in C++ | C++ Tutorials for Beginners #22,2020-03-01T12:08:00Z,252199,8226,666
861,MongoDb Tutorial: Introduction to MongoDb + Installation | Web Development Tutorials #80,2020-03-01T06:39:13Z,124175,4501,284
862,Backend Tutorial: Adding a Contact Form using Pug + NodeJs | Web Development Tutorials #79,2020-02-29T14:18:49Z,83411,2840,347
863,Backend Tutorial: Adding Sponsor Section using Pug + NodeJs | Web Development Tutorials #78,2020-02-29T07:00:33Z,49023,2022,84
864,Backend Tutorial: Continuing Dance Website using Pug + NodeJs | Web Development Tutorials #77,2020-02-28T06:36:47Z,57683,2079,142
865,Backend Tutorial: Designing Cards Using Pure Pug + NodeJs | Web Development Tutorials #76,2020-02-27T11:30:07Z,56267,2036,69
866,Backend Tutorial: Dance Website Using Pure Pug + NodeJs | Web Development Tutorials #75,2020-02-26T06:18:43Z,111743,3000,452
867,Backend Tutorial: Finishing Off NodeJs Backend of our Gym Website | Web Development Tutorials #74,2020-02-25T05:24:55Z,87005,3179,322
868,Backend Tutorial: Using raw HTML in Pug template engine | Web Development Tutorials #73,2020-02-24T02:30:01Z,105384,3023,315
869,Backend Tutorial: Static Files & Installing Pug template engine | Web Development Tutorials #72,2020-02-23T08:00:07Z,103126,4311,867
870,Backend Tutorial: Writing our first Express App | Web Development Tutorials #71,2020-02-22T06:25:50Z,116970,3910,389
871,Backend Tutorial: Installing Express and Postman | Web Development Tutorials #70,2020-02-20T05:53:36Z,112092,4561,398
872,Backend Tutorial: npm: The Node Package Manager Tutorial | Web Development Tutorials #69,2020-02-17T03:30:40Z,109951,5078,607
873,Backend Tutorial: Creating Custom Modules in Node Using NodeJs | Web Development Tutorials #68,2020-02-16T07:34:36Z,104657,4721,215
874,Backend Tutorial: Creating a Custom Backend Using NodeJs | Web Development Tutorials #67,2020-02-14T11:45:00Z,175324,5971,1550
875,Backend Tutorial: Serving HTML Files using NodeJs | Web Development Tutorials #66,2020-02-14T04:58:46Z,120740,4537,286
876,Backend Tutorial: Blocking vs Non-Blocking execution | Web Development Tutorials #65,2020-02-13T02:05:46Z,128170,5977,210
877,Backend Tutorial: Node.Js Modules with Examples | Web Development Tutorials #64,2020-02-12T05:05:29Z,176310,5779,466
878,Backend Tutorial: Node.Js Introduction and Installation | Web Development Tutorials #63,2020-02-11T12:00:55Z,354201,11824,3289
879,Php Tutorial for Beginners in Hindi with MySQL Project,2020-02-11T03:48:43Z,1483009,41385,3380
880,JavaScript Tutorial: Working with JSON in JavaScript | Web Development Tutorials #62,2020-02-09T06:28:16Z,156252,6844,399
881,JavaScript Tutorial: Math Object In JavaScript | Web Development Tutorials #61,2020-02-07T05:13:06Z,111582,6271,272
882,"Classes, Public and Private access modifiers in C++ | C++ Tutorials for Beginners #21",2020-02-06T14:32:55Z,323925,11123,415
883,JavaScript Tutorial: Arrow Functions In JavaScript | Web Development Tutorials #60,2020-02-06T05:20:22Z,123550,5886,231
884,Object Oriented Programming in C++ | C++ Tutorials for Beginners #20,2020-02-05T17:04:22Z,517419,16687,551
885,JavaScript Tutorial: Date & Time In JavaScript | Web Development Tutorials #59,2020-02-05T03:40:54Z,134938,8048,737
886,JavaScript Tutorial: setInterval & setTimeOut | Web Development Tutorials #58,2020-02-04T07:05:05Z,155269,6598,309
887,Function Overloading with Examples in C++ | C++ Tutorials for Beginners #19,2020-02-03T15:28:48Z,212233,7779,491
888,Recursions & Recursive Functions in C++ | C++ Tutorials for Beginners #18,2020-02-03T04:27:09Z,196695,7087,369
889,JavaScript Tutorial: Events & Listening to Events | Web Development Tutorials #57,2020-02-02T11:30:02Z,191132,6910,246
890,"Inline Functions, Default Arguments & Constant Arguments in C++ | C++ Tutorials for Beginners #17",2020-02-02T02:41:46Z,253223,10934,316
891,JavaScript Tutorial: Navigating The DOM | Web Development Tutorials #56,2020-02-01T11:30:03Z,168647,7354,173
892,Call by Value & Call by Reference in C++ | C++ Tutorials for Beginners #16,2020-02-01T05:58:47Z,291601,9554,335
893,"JavaScript Tutorial: for, while, forEach, Do While Loops | Web Development Tutorials #55",2020-02-01T02:30:03Z,160141,7038,279
894,Functions & Function Prototypes in C++ | C++ Tutorials for Beginners #15,2020-01-31T11:29:28Z,337706,12125,478
895,"JavaScript Tutorial: Interaction - Alert, Prompt, Confirm | Web Development Tutorials #54",2020-01-31T02:30:02Z,153675,7866,2046
896,Functions in JavaScript | Web Development Tutorials #53,2020-01-30T12:27:03Z,170428,7363,470
897,"Structures, Unions & Enums in C++ | C++ Tutorials for Beginners #14",2020-01-30T06:30:45Z,331538,11810,412
898,Arrays & Objects in JavaScript | Web Development Tutorials #52,2020-01-29T06:02:08Z,167590,7354,237
899,"Scope, If-else Conditionals & Switch Case in JavaScript | Web Development Tutorials #51",2020-01-28T02:38:37Z,179418,9057,321
900,String Functions in JavaScript | Web Development Tutorials #50,2020-01-27T06:31:00Z,201629,7651,264
901,Strings in JavaScript | Web Development Tutorials #49,2020-01-26T06:23:52Z,201009,8995,260
902,"Variables, Data Types and Operators in JavaScript | Web Development Tutorials #48",2020-01-25T06:56:47Z,230090,8479,205
903,Arrays & Pointers Arithmetic in C++ | C++ Tutorials for Beginners #13,2020-01-24T13:16:03Z,406116,12176,1118
904,Pointers in C++ | C++ Tutorials for Beginners #12,2020-01-24T04:50:06Z,365660,13413,530
905,Writing in-browser JavaScript and Developer Console | Web Development Tutorials #47,2020-01-23T11:30:02Z,230741,9672,179
906,Break and Continue Statements in C++ | C++ Tutorials for Beginners #11,2020-01-23T02:30:00Z,250010,10963,255
907,Introduction to JavaScript for Frontend & Backend | Web Development Tutorials #46,2020-01-22T11:30:00Z,362693,15638,608
908,Using Media Queries with CSS Grid | Web Development Tutorials #45,2020-01-22T02:30:00Z,150150,8093,379
909,"For, While and do-while loops in C++ | C++ Tutorials for Beginners #10",2020-01-21T15:50:53Z,402456,11837,2721
910,CSS Grid: Creating Layouts Using Grid Template Area | Web Development Tutorials #44,2020-01-21T11:30:01Z,132937,8603,268
911,"C++ Control Structures, If Else and Switch-Case Statement | C++ Tutorials for Beginners #9",2020-01-21T07:39:04Z,362834,11762,318
912,CSS Grid: Autofit & MinMax | Web Development Tutorials #43,2020-01-21T02:27:48Z,126546,7537,228
913,"Constants, Manipulators & Operator Precedence | C++ Tutorials for Beginners #8",2020-01-20T14:12:30Z,324978,11487,314
914,CSS Grid: Spanning Multiple Rows and Columns in Grid | Web Development Tutorials #42,2020-01-20T05:39:37Z,135137,10525,494
915,CSS Grid: Creating Rows & Gaps in Grid | Web Development Tutorials #41,2020-01-19T11:35:18Z,139054,7816,141
916,C++ Reference Variables & Typecasting | C++ Tutorials for Beginners #7,2020-01-19T06:19:06Z,441352,13673,492
917,CSS Grid: Introduction & Creating A Basic Grid | Web Development Tutorials #40,2020-01-18T12:16:04Z,220329,9002,269
918,C++ Header files & Operators | C++ Tutorials for Beginners #6,2020-01-18T06:27:32Z,473137,15111,506
919,Creating Fully Responsive Website Project Using HTML & CSS  in Hindi | Web Development Tutorials #39,2020-01-17T16:54:54Z,1611476,27870,2106
920,CSS Tutorial: Transform property in CSS | Web Development Tutorials #38,2020-01-16T02:30:00Z,188159,9423,371
921,C++ Basic Input/Output & More | C++ Tutorials for Beginners #5,2020-01-15T15:54:17Z,484277,15279,507
922,CSS Tutorial: Creating Transitions in CSS | Web Development Tutorials #37,2020-01-15T05:25:30Z,199595,10934,338
923,Variable Scope & Data Types in C++ in Hindi | C++ Tutorials for Beginners #4,2020-01-14T13:30:01Z,668300,21935,882
924,CSS Tutorial: Creating Animations & Keyframes | Web Development Tutorials #36,2020-01-14T06:18:23Z,270005,10597,300
925,Variables & Comments in C++ in Hindi | C++ Tutorials for Beginners #3,2020-01-13T14:01:51Z,630346,22796,803
926,CSS Tutorial: Variables & Custom Properties | Web Development Tutorials #35,2020-01-13T05:13:05Z,173898,8817,246
927,Basic Structure of a C++ Program | C++ Tutorials for Beginners #2,2020-01-12T13:13:13Z,868539,32777,1402
928,CSS Tutorial: Box Shadow and Text Shadow | Web Development Tutorials #34,2020-01-12T04:34:39Z,198913,8934,235
929,"Introduction to C++, Installing VS Code, g++ & more | C++ Tutorials for Beginners #1",2020-01-11T13:51:01Z,2354543,65061,9972
930,CSS Tutorial: Before and After Pseudo Selectors | Web Development Tutorials #33,2020-01-11T06:44:48Z,307758,10681,663
931,CSS Tutorial: Attribute & nth child pseudo Selectors | Web Development Tutorials #32,2020-01-10T14:37:16Z,225722,9463,302
932,CSS Tutorial: More on CSS Selectors | Web Development Tutorials #31,2020-01-10T05:29:12Z,224764,10921,331
933,CSS Tutorial: Media Queries Explained | Web Development Tutorials #30,2020-01-09T16:09:36Z,340213,17455,550
934,"CSS Tutorial: em, rem, vh and vw units + Responsive design Explained | Web Development Tutorials #29",2020-01-09T05:35:19Z,377651,12059,359
935,CSS Flexbox Tutorial in Hindi | Web Development Tutorials #28,2020-01-08T13:55:55Z,667976,17657,666
936,CSS Tutorial: Visibility & z-index Explained | Web Development Tutorials #27,2020-01-08T04:44:48Z,322485,10917,300
937,Project 1: Creating a Gym Website Using HTML5 & CSS3 | Web Development Tutorials #26,2020-01-07T14:30:00Z,1054041,28594,2412
938,"CSS Tutorial: Position absolute, relative, fixed and sticky in CSS | Web Development Tutorials #25",2020-01-07T02:30:00Z,438150,16388,497
939,CSS Tutorial: CSS Display Property | Web Development Tutorials #24,2020-01-06T12:00:06Z,433825,12664,489
940,CSS Tutorial: Creating a Navigation Menu | Web Development Tutorials #23,2020-01-06T02:30:02Z,533291,14854,478
941,CSS Tutorial: Styling Links & Buttons | Web Development Tutorials #22,2020-01-05T11:30:01Z,396179,13908,341
942,CSS Tutorial: Float & Clear Explained | Web Development Tutorials #21,2020-01-05T02:30:01Z,536674,19967,629
943,"CSS Tutorial: CSS Box Model, Margin and Padding | Web Development Tutorials #20",2020-01-04T14:30:01Z,558660,19655,624
944,Best & Fastest Way to Design Beautiful Websites (Amazing Technique!),2020-01-04T10:15:22Z,115038,8085,466
945,CSS Tutorial: Borders and Backgrounds | Web Development Tutorials #19,2020-01-04T02:30:00Z,452884,15422,513
946,CSS Tutorial: Colors In CSS | Web Development Tutorials #18,2020-01-03T11:30:00Z,348036,14458,236
947,CSS Tutorial: Fonts In CSS | Web Development Tutorials #17,2020-01-03T02:30:00Z,424236,16674,349
948,CSS Tutorial: Using Chrome Developer Tools | Web Development Tutorials #16,2020-01-02T11:30:01Z,453703,15931,515
949,CSS Tutorial: Selectors in CSS | Web Development Tutorials #15,2020-01-02T02:30:06Z,539373,18116,518
950,Best Programming Language to learn for jobs,2020-01-01T15:30:00Z,85504,4866,666
951,"CSS Tutorial: Inline, Internal & External CSS | Web Development Tutorials #14",2020-01-01T11:30:00Z,527430,16863,440
952,CSS Tutorial: Introduction to CSS | Web Development Tutorials #13,2020-01-01T02:30:05Z,508451,18248,397
953,HTML Tutorial: Semantic Tags in HTML| Web Development Tutorials #12,2019-12-31T11:30:00Z,482926,19746,635
954,HTML Tutorial: HTML Entities | Web Development Tutorials #11,2019-12-31T02:30:00Z,448548,19852,512
955,HTML Tutorial: Ids & Classes in HTML | Web Development Tutorials #10,2019-12-30T11:30:01Z,555487,21929,886
956,HTML Tutorial: Inline & Block Elements | Web Development Tutorials #9,2019-12-30T02:30:00Z,557351,19224,2057
957,HTML Tutorial: Forms & Input Tags | Web Development Tutorials #8,2019-12-29T11:30:00Z,883210,27776,1194
958,HTML Tutorial: Lists and Tables | Web Development Tutorials #7,2019-12-29T02:30:00Z,686640,21193,597
959,HTML Tutorial: Img and Anchor tags | Web Development Tutorials #6,2019-12-28T11:30:03Z,888490,28737,994
960,Django 3 Blog: Creating Django template for Login & Logout | Python Django Tutorials In Hindi #89,2019-12-28T02:30:00Z,18993,498,90
961,HTML Tutorial: Headings & Paragraphs | Web Development Tutorials #5,2019-12-27T11:42:09Z,777917,26448,823
962,"HTML Tutorial: Title, Script, Link & Meta Tags | Web Development Tutorials #4",2019-12-27T03:30:01Z,956605,27491,556
963,HTML Tutorial: Basic Structure of a Website | Web Development Tutorials #3,2019-12-26T11:30:00Z,1095445,31603,869
964,HTML Tutorial: Installing VS Code & Live Server | Web Development Tutorials #2,2019-12-25T14:30:02Z,1748256,60207,2773
965,Django 3 Blog: Login & Logout Endpoints | Python Django Tutorials In Hindi #88,2019-12-25T14:30:00Z,32921,600,67
966,"Introduction to HTML, CSS, JavaScript & How websites work? | Web Development Tutorials #1",2019-12-25T08:12:47Z,3195420,104030,10974
967,Django 3 Blog: Validating SignUp Form | Python Django Tutorials In Hindi #87,2019-12-24T02:37:30Z,21233,531,122
968,Django 3 Blog: Creating Users in Django | Python Django Tutorials In Hindi #86,2019-12-23T05:57:02Z,26311,562,84
969,Django 3 Blog: Authentication & Authorization Tutorial | Python Django Tutorials In Hindi #85,2019-12-22T03:30:01Z,33078,753,67
970,Django 3 Blog: Improving Search Functionality | Python Django Tutorials In Hindi #84,2019-12-21T09:16:24Z,14352,531,96
971,Top 3 Worst Programming Languages to Learn,2019-12-16T05:24:54Z,39593,2194,214
972,Top 3 Web Frameworks to learn,2019-12-15T07:33:38Z,87686,4740,405
973,Three Must Learn Programming Languages,2019-12-14T08:48:38Z,43066,3266,410
974,Django 3 Blog: Creating Search Functionality | Python Django Tutorials In Hindi #83,2019-12-13T04:31:20Z,25275,622,70
975,Web Scraping Tutorial using Python and BeautifulSoup in Hindi,2019-12-10T03:09:46Z,244330,8285,708
976,Django 3 Blog: Designing the BlogPost Page | Python Django Tutorials In Hindi #82,2019-12-09T14:40:58Z,11515,354,50
977,Django 3 Blog: Creating Blog Model to Store Blog Posts | Python Django Tutorials In Hindi #81,2019-12-08T15:20:42Z,15316,390,43
978,Django 3 Blog: Designing Blog Page & Displaying Blog Posts | Python Django Tutorials In Hindi #80,2019-12-07T05:57:56Z,13592,399,39
979,Django Mesasges Framework: Showing Messages in Django blog | Python Django Tutorials In Hindi #79,2019-12-06T12:15:00Z,17853,484,53
980,Django 3 Blog: Handling Post Request in a Django View | Python Django Tutorials In Hindi #78,2019-12-05T13:44:20Z,14842,369,68
981,"Project 7: Creating a Calculator using HTML, CSS & JS | JavaScript Tutorial In Hindi #65",2019-12-05T03:30:02Z,213168,4991,329
982,"Django 3 Blog: Creating ""Contact Us"" Model | Python Django Tutorials In Hindi #77",2019-12-04T13:10:50Z,17646,419,46
983,Django 3 Blog: Creating Migrations & Superusers | Python Django Tutorials In Hindi #76,2019-12-04T06:19:38Z,10976,404,33
984,Installing Django 3 for our Django Blog | Python Django Tutorials In Hindi #75,2019-12-03T14:29:10Z,9866,375,38
985,Django Blog: Adding HTML Templates | Python Django Tutorials In Hindi #74,2019-12-03T05:22:34Z,15757,445,51
986,Django Blog: Creating Django Apps & Properly Managing Them | Python Django Tutorials In Hindi #73,2019-12-02T14:48:32Z,13265,443,45
987,Django Blog: Project Setup & URLConfs | Python Django Tutorials In Hindi #72,2019-12-02T05:19:31Z,16280,480,56
988,Creating A New Django Blog (Setup + Introduction) | Python Django Tutorials In Hindi #71,2019-12-01T16:21:17Z,20678,827,154
989,Adding OnClick Listener to RecyclerView | Android Tutorials in Hindi #34,2019-12-01T12:46:36Z,57717,1212,387
990,Creating a RecyclerViewAdaper Class | Android Tutorials in Hindi #33,2019-12-01T05:12:55Z,31733,598,101
991,Pushing Git Branches To Remote Repositories | Git Tutorials #19,2019-11-27T16:16:45Z,30688,1945,373
992,Windows vs Linux vs Mac for Programming?,2019-11-24T06:51:20Z,116834,6079,1100
993,How to Become a Web Developer? (Hindi),2019-11-21T05:45:25Z,179379,11311,576
994,Git Branching Workflow in Production | Git Tutorials #18,2019-11-10T06:48:06Z,30111,1747,146
995,Resolving Merge Conflicts (With Example) | Git Tutorials #17,2019-11-09T11:40:14Z,41611,2145,113
996,Branching & Merging a Production Grade Project | Git Tutorials #16,2019-11-08T04:05:47Z,28959,1376,73
997,Git: Creating & Switching Branches In Git | Git Tutorials #15,2019-11-03T07:24:56Z,32334,1930,113
998,Drag & Drop Elements with JavaScript and HTML | JavaScript Tutorial In Hindi #64,2019-11-01T16:35:12Z,46645,1497,104
999,Setting Alias In Git | Git Tutorials #14,2019-10-31T05:37:24Z,22651,1224,63
1000,GitHub: Working with Remote Repositories | Git Tutorials #13,2019-10-30T04:30:00Z,48714,1774,136
1001,Project 6: PostMan Clone - Creating a Get/Post Request Website | JavaScript Tutorial In Hindi #63,2019-10-29T13:54:01Z,50242,1333,91
1002,Unstaging & Unmodifying Files In Git | Git Tutorials #12,2019-10-29T05:54:32Z,27717,1406,86
1003,Git Log: Viewing & Changing Commits In Git | Git Tutorials #11,2019-10-28T05:02:10Z,35736,1511,72
1004,Moving and Renaming Files In Git | Git Tutorials #10,2019-10-27T02:30:00Z,34243,1884,64
1005,Git: Skipping The Staging Area | Git Tutorials #9,2019-10-26T15:13:29Z,31359,1634,65
1006,Git Diff: Showing Changes Between Commits/Staging Area & Working Directory | Git Tutorials #8,2019-10-26T06:35:14Z,39557,1874,56
1007,.gitignore: Ignoring Files in Git | Git Tutorials #7,2019-10-25T05:29:00Z,64842,2375,86
1008,Git: File Status Lifecycle | Git Tutorials #6,2019-10-24T15:09:13Z,51486,2440,90
1009,Cloning a Remote Git Repository from GitHub | Git Tutorials #5,2019-10-24T03:56:48Z,71050,2780,89
1010,Tracking Our first Git Project | Git Tutorials #4,2019-10-23T14:32:58Z,80634,3474,117
1011,Git: Three Stage Architecture | Git Tutorials #3,2019-10-23T07:34:30Z,79506,3665,102
1012,Installing Git + Initial Setup? | Git Tutorials #2,2019-10-22T14:43:23Z,133742,5763,245
1013,What is Git/GitHub & Why do we need it? | Git Tutorials #1,2019-10-22T05:25:10Z,252932,9171,308
1014,Creating a Clock: Exercise 6 Solution | JavaScript Tutorial In Hindi #62,2019-10-21T05:46:01Z,21635,777,46
1015,RecyclerView in Android | Android Tutorials in Hindi #32,2019-10-20T14:22:42Z,51595,1143,120
1016,SQLite Android CRUD: Adding ListView | Android Tutorials in Hindi #31,2019-10-20T06:21:37Z,18873,492,155
1017,JavaScript Wall Clock: Exercise 6 | JavaScript Tutorial In Hindi #61,2019-10-19T06:24:18Z,15172,597,63
1018,SQLite Android CRUD: Getting Count | Android Tutorials in Hindi #30,2019-10-18T14:30:00Z,12702,404,102
1019,SQLite Android CRUD: Deleting Records | Android Tutorials in Hindi #29,2019-10-18T04:02:18Z,12405,369,44
1020,SQLite Android CRUD: Updating Records | Android Tutorials in Hindi #28,2019-10-17T14:45:14Z,15877,454,37
1021,JavaScript Destructuring | JavaScript Tutorial In Hindi #60,2019-10-17T04:26:34Z,24022,1115,67
1022,SQLite Android CRUD: Fetching all Contacts | Android Tutorials in Hindi #27,2019-10-16T14:30:00Z,20746,497,84
1023,JavaScript Symbols | JavaScript Tutorial In Hindi #59,2019-10-16T04:50:21Z,23574,1071,37
1024,SQLite Android CRUD: Adding Contacts to the Database | Android Tutorials in Hindi #26,2019-10-15T13:02:29Z,28242,1033,88
1025,JavaScript Sets | JavaScript Tutorial In Hindi #58,2019-10-15T02:30:02Z,21686,1122,123
1026,SQLite Android CRUD: Implementing Database class | Android Tutorials in Hindi #25,2019-10-14T14:47:49Z,55581,1392,88
1027,JavaScript Maps | JavaScript Tutorial In Hindi #57,2019-10-14T02:30:00Z,42859,1728,108
1028,Using a Database in Android | Android Tutorials in Hindi #24,2019-10-13T16:20:37Z,29095,841,69
1029,For.. of Loop vs For.. in Loop (When to use which?) | JavaScript Tutorial In Hindi #56,2019-10-13T05:04:56Z,30690,1575,229
1030,Shared Preferences: Saving data to Android device | Android Tutorials in Hindi #23,2019-10-12T14:30:03Z,39589,959,86
1031,Parsing Nested JSON Arrays & Objects | Android Tutorials in Hindi #22,2019-10-12T06:51:18Z,26198,544,81
1032,Android Exercise 3: Creating a User Display App | Android Tutorials in Hindi #21,2019-10-11T14:50:48Z,18977,416,60
1033,Multiplication Tables App on Seekbar Change: Exercise 2: Solution | Android Tutorials in Hindi #20,2019-10-11T06:08:03Z,22699,543,76
1034,Retrieve & Parse JSON Data from Web URL in Android | Android Tutorials in Hindi #19,2019-10-10T17:39:54Z,53416,1133,122
1035,Adding Volley Library dependency & Fake JSON API | Android Tutorials in Hindi #18,2019-10-10T04:52:57Z,41185,971,63
1036,What is an API & how to use API in Android | Android Tutorials in Hindi #17,2019-10-09T14:50:56Z,85736,2006,113
1037,Performing Tasks in Background in Android | Android Tutorials in Hindi #16,2019-10-09T06:58:05Z,29965,824,98
1038,"CountDownTimer, Runnable & Handler in Android | Android Tutorials in Hindi #15",2019-10-08T14:54:37Z,27581,720,81
1039,Multiplication Tables Application Project In Android | Android Tutorials in Hindi #14,2019-10-08T06:57:47Z,21594,496,45
1040,Laptop Buying Guide: Which Laptop Should You Buy?,2019-10-07T02:30:02Z,154409,11442,721
1041,Android ListViews & Array Adapters | Android Tutorials in Hindi #13,2019-10-06T08:23:45Z,47114,1144,107
1042,Dynamic Photo Frame Application In Android Exercise 1: Solution | Android Tutorials in Hindi #12,2019-10-05T15:09:08Z,43003,968,129
1043,Android SeekBar & its Methods | Android Tutorials in Hindi #11,2019-10-05T06:28:32Z,37774,926,225
1044,MediaPlayer & Handling Audio in Android | Android Tutorials in Hindi #10,2019-10-04T11:45:00Z,42560,1158,125
1045,Embedding Video with media controls in Android | Android Tutorials in Hindi #9,2019-10-03T13:34:09Z,40284,1083,117
1046,Creating a Navigation Drawer App with Hamburger Icon In Android | Android Tutorials in Hindi #8,2019-10-02T11:28:10Z,87243,1809,216
1047,Creating a Multi Screen Android  Application | Android Tutorials in Hindi #7,2019-09-30T17:37:20Z,119513,2644,316
1048,Creating Photo Frame Application In Android: Exercise 1 | Android Tutorials in Hindi #6,2019-09-27T17:07:00Z,62290,1338,281
1049,Project 1: Tic Tac Toe Game Android Game Development | Android Tutorials in Hindi #5,2019-09-26T15:43:12Z,282834,6961,967
1050,Android activity & Activity Lifecycle | Android Tutorials in Hindi #4,2019-09-25T14:03:01Z,104872,3210,149
1051,Linear Layout & Relative Layout In Android | Android Tutorials in Hindi #3,2019-09-24T14:02:46Z,158544,3569,265
1052,Project 5: Creating a CV Screener In JavaScript | JavaScript Tutorial In Hindi #55,2019-09-23T13:11:11Z,33995,1183,72
1053,Creating Our First Android App (with APK) | Android Tutorials in Hindi #2,2019-09-22T11:45:01Z,1541344,19868,1071
1054,Installing Android Studio & Setup | Android Tutorials in Hindi #1,2019-09-21T11:45:01Z,698936,19637,4216
1055,5 Tips to Build & Improve Programming Logic,2019-09-17T14:42:47Z,402073,27969,811
1056,Should You Learn Django or Flask in 2020-21?,2019-09-15T14:45:00Z,113556,5734,476
1057,Project 4: Indian Railways Announcement Software | Python Tutorials For Absolute Beginners #124,2019-09-14T11:45:00Z,117919,4560,473
1058,[Solved] Unable to install Pyaudio - How to install using .whl wheel file,2019-09-13T05:29:56Z,191136,4677,941
1059,Alarm Clock In JavaScript | JavaScript Tutorial In Hindi #54,2019-09-11T04:35:24Z,29635,1052,107
1060,Should I learn PHP in 2020-21?,2019-09-06T02:54:26Z,118547,6159,504
1061,Project 3: Third Umpire Decision Review System (DRS Gully Cricket) |Python Tutorials in Hindi #123,2019-09-04T04:50:47Z,186045,6636,740
1062,Top 5 programming languages to learn in 2020,2019-09-01T16:10:12Z,210407,4166,570
1063,Generators in Javascript | JavaScript Tutorial In Hindi #53,2019-08-31T14:30:01Z,28604,1284,67
1064,Android Development Tutorial in Hindi,2019-08-30T03:06:44Z,2330545,81970,13461
1065,Creating an Alarm App: Exercise 6 | JavaScript Tutorial In Hindi #52,2019-08-28T14:45:00Z,22190,813,55
